derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,applicant_age,income,debt_to_income_ratio,applicant_ethnicity_observed,applicant_race_observed,applicant_sex_observed,denial_reason_1
Not Hispanic or Latino,Asian,Female,1,355000,7.25,475000,35-44,81.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,415000,7.125,515000,25-34,104.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,465000,6.25,675000,55-64,88.0,52.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,635000,6.625,825000,35-44,154.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,405000,6.875,855000,25-34,114.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,815000,6.375,1145000,25-34,155.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1025000,5.875,1285000,45-54,358.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,385000,6.25,775000,65-74,128.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,455000,7.25,905000,25-34,153.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,565000,6.5,595000,55-64,117.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,2415000,7.375,3105000,35-44,600.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,85000,7.25,885000,<25,42.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1725000,7.0,2155000,35-44,493.0,54.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,495000,6.0,905000,55-64,109.0,51.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,405000,7.375,425000,35-44,91.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,525000,7.375,655000,25-34,128.0,45.0,2,2,2,10
Hispanic or Latino,White,Female,1,1025000,7.375,1065000,35-44,349.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,405000,6.875,925000,25-34,97.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,835000,6.75,925000,35-44,240.0,57.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,295000,6.625,315000,45-54,117.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,845000,6.375,1055000,35-44,294.0,37.0,2,2,2,10
Hispanic or Latino,White,Male,1,325000,7.25,575000,35-44,83.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,415000,7.25,465000,35-44,102.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,335000,7.375,425000,65-74,86.0,58.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,205000,7.25,465000,55-64,120.0,21.0,2,2,2,10
Hispanic or Latino,White,Male,1,275000,7.375,295000,25-34,63.0,47.0,2,2,2,10
Hispanic or Latino,White,Female,1,655000,6.75,825000,35-44,172.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,615000,6.375,825000,35-44,158.0,45.0,2,2,2,10
Hispanic or Latino,White,Male,1,435000,7.0,545000,45-54,256.0,48.0,2,2,2,10
Hispanic or Latino,White,Male,1,395000,6.0,495000,45-54,156.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,505000,6.5,765000,45-54,150.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,585000,7.125,655000,35-44,122.0,59.0,2,2,2,10
Hispanic or Latino,White,Female,1,755000,6.375,825000,25-34,252.0,35.0,2,2,2,10
Hispanic or Latino,White,Male,1,495000,6.0,585000,25-34,102.0,50.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,6.375,265000,35-44,230.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,405000,6.25,475000,35-44,100.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,735000,7.875,775000,45-54,218.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,7.625,225000,65-74,96.0,20.0,2,2,1,10
Hispanic or Latino,White,Male,1,335000,7.125,555000,25-34,82.0,48.0,2,2,2,10
Hispanic or Latino,White,Female,1,365000,6.875,615000,35-44,87.0,49.0,2,2,2,10
Hispanic or Latino,White,Female,1,225000,6.5,705000,55-64,62.0,54.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,855000,6.375,1075000,45-54,300.0,40.0,2,2,2,10
Hispanic or Latino,White,Male,1,485000,5.875,605000,25-34,106.0,60.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,265000,7.0,375000,35-44,79.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1145000,6.5,1505000,35-44,226.0,59.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,495000,5.625,555000,25-34,234.0,26.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,325000,7.0,405000,35-44,87.0,40.0,2,2,2,10
Hispanic or Latino,White,Male,1,915000,6.375,965000,35-44,302.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,255000,6.5,315000,55-64,85.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,475000,6.5,595000,35-44,100.0,60.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,305000,7.0,385000,25-34,64.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,805000,6.75,1005000,35-44,212.0,56.0,2,2,2,10
Hispanic or Latino,White,Male,1,435000,6.25,545000,25-34,138.0,38.0,2,2,2,10
Hispanic or Latino,White,Female,1,355000,6.5,445000,25-34,92.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,175000,7.0,635000,55-64,46.0,69.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1225000,6.0,1535000,45-54,308.0,48.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,665000,6.875,935000,25-34,184.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,215000,7.0,275000,>74,93.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,675000,6.625,755000,35-44,139.0,47.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,895000,6.375,1125000,35-44,247.0,30.0,2,2,2,10
Hispanic or Latino,White,Female,1,345000,7.25,405000,35-44,105.0,37.0,2,2,2,10
Hispanic or Latino,White,Female,1,615000,7.25,675000,55-64,133.0,54.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,525000,6.625,655000,25-34,127.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,425000,6.875,525000,35-44,123.0,40.0,2,2,2,10
Hispanic or Latino,White,Male,1,625000,6.25,815000,25-34,147.0,52.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,415000,7.875,435000,25-34,108.0,43.0,2,2,2,10
Hispanic or Latino,White,Female,1,435000,7.875,485000,25-34,101.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,895000,6.625,1395000,45-54,401.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,855000,7.25,1245000,45-54,200.0,53.0,2,2,2,10
Hispanic or Latino,White,Male,1,425000,6.625,585000,25-34,98.0,56.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,485000,7.25,605000,25-34,242.0,45.0,2,2,2,10
Hispanic or Latino,White,Male,1,315000,7.375,345000,25-34,75.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,625000,6.625,1175000,55-64,199.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,655000,7.25,735000,35-44,190.0,31.0,2,2,2,10
Hispanic or Latino,White,Female,1,275000,7.0,345000,25-34,69.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,345000,6.125,425000.0,45-54,117.0,40.0,2,2,2,10
Hispanic or Latino,White,Male,1,685000,7.125,865000.0,55-64,286.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,365000,6.5,445000.0,25-34,121.0,38.0,2,2,2,10
Hispanic or Latino,White,Male,1,795000,6.5,835000.0,45-54,500.0,40.0,2,2,2,10
Hispanic or Latino,White,Male,1,435000,6.5,605000.0,25-34,117.0,54.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,415000,7.75,435000.0,<25,80.0,51.0,2,2,2,10
Hispanic or Latino,White,Female,1,175000,7.25,545000.0,45-54,101.0,28.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,765000,6.875,955000.0,25-34,179.0,46.0,2,2,2,10
Hispanic or Latino,White,Male,1,705000,6.625,875000.0,55-64,168.0,57.0,2,2,2,10
Hispanic or Latino,White,Male,1,555000,6.875,665000.0,25-34,146.0,43.0,2,2,2,10
Hispanic or Latino,White,Female,1,375000,7.125,485000.0,45-54,110.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,55000,6.75,465000.0,65-74,107.0,37.0,2,2,2,10
Hispanic or Latino,White,Male,1,235000,7.875,315000.0,45-54,80.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,495000,7.5,515000.0,35-44,173.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,305000,6.75,955000.0,35-44,131.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,75000,7.75,375000.0,35-44,56.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,775000,6.375,1115000.0,25-34,645.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,375000,6.75,655000.0,35-44,123.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,395000,7.375,445000.0,25-34,93.0,47.0,2,2,2,10
Hispanic or Latino,White,Male,1,195000,7.625,205000.0,35-44,94.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,825000,6.625,875000.0,25-34,230.0,47.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,455000,7.125,565000.0,35-44,123.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,245000,7.0,395000.0,45-54,96.0,32.0,2,2,1,10
Not Hispanic or Latino,White,Female,1,335000,7.375,375000.0,35-44,101.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,575000,7.0,895000.0,35-44,115.0,58.0,2,2,2,10
Hispanic or Latino,White,Female,1,625000,7.75,775000.0,25-34,188.0,31.0,2,2,2,10
Hispanic or Latino,Asian,Male,1,445000,8.25,475000.0,35-44,115.0,41.0,2,2,2,10
Hispanic or Latino,White,Female,1,315000,7.0,415000.0,35-44,89.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,6.5,795000.0,45-54,122.0,25.0,2,2,2,10
Hispanic or Latino,White,Female,1,735000,7.5,965000.0,45-54,1130.0,1.0,2,2,2,10
Hispanic or Latino,White,Female,1,525000,6.5,705000.0,45-54,122.0,43.0,2,2,2,10
Hispanic or Latino,Black or African American,Female,1,345000,8.25,365000.0,25-34,99.0,46.0,2,2,2,10
Hispanic or Latino,White,Female,1,475000,6.375,815000.0,45-54,199.0,43.0,2,2,2,10
Hispanic or Latino,White,Female,1,505000,6.875,695000.0,35-44,126.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1385000,6.25,1735000.0,25-34,305.0,59.0,2,2,2,10
Hispanic or Latino,White,Male,1,805000,6.875,1185000.0,35-44,149.0,52.0,2,2,2,10
Hispanic or Latino,White,Female,1,595000,6.875,745000.0,35-44,105.0,50.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,135000,6.875,355000.0,55-64,32.0,56.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,455000,5.0,615000.0,25-34,84.0,53.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,455000,5.125,555000.0,45-54,110.0,41.0,2,2,2,10
Hispanic or Latino,White,Female,1,355000,5.25,395000.0,25-34,77.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,865000,5.875,915000.0,35-44,260.0,41.0,2,2,2,10
Hispanic or Latino,White,Male,1,865000,6.0,915000.0,35-44,321.0,40.0,2,2,2,10
Hispanic or Latino,White,Male,1,465000,5.75,495000.0,25-34,105.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.5,365000.0,25-34,392.0,21.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,95000,5.5,735000.0,35-44,118.0,20.0,2,2,2,10
Hispanic or Latino,White,Male,1,345000,5.875,425000.0,25-34,115.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,435000,6.375,455000.0,55-64,107.0,47.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,885000,5.0,1105000.0,25-34,226.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,295000,4.875,655000.0,35-44,78.0,56.0,2,2,2,10
Hispanic or Latino,White,Female,1,605000,4.75,675000.0,35-44,111.0,44.0,2,2,2,10
Hispanic or Latino,White,Male,1,385000,5.875,415000.0,25-34,94.0,41.0,2,2,1,10
Not Hispanic or Latino,White,Male,1,365000,6.0,375000.0,45-54,159.0,26.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,465000,5.25,525000.0,35-44,115.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,365000,5.0,465000.0,55-64,110.0,29.0,2,2,2,10
Hispanic or Latino,White,Male,1,105000,5.0,405000.0,55-64,51.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,735000,5.75,965000.0,45-54,184.0,42.0,2,2,2,10
Hispanic or Latino,White,Male,1,465000,6.5,495000.0,25-34,142.0,45.0,2,2,2,10
Hispanic or Latino,White,Female,1,265000,6.5,285000.0,25-34,89.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,695000,6.5,865000.0,25-34,120.0,55.0,2,2,2,10
Hispanic or Latino,Black or African American,Male,1,495000,6.125,525000.0,25-34,124.0,43.0,2,2,2,10
Hispanic or Latino,American Indian or Alaska Native,Female,1,565000,6.0,625000.0,45-54,170.0,45.0,2,2,2,10
Hispanic or Latino,White,Male,1,545000,6.25,735000.0,25-34,131.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,385000,5.625,425000.0,25-34,93.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,275000,6.25,345000.0,35-44,58.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,405000,5.75,515000.0,35-44,121.0,40.0,2,2,2,10
Hispanic or Latino,White,Male,1,405000,6.375,415000.0,25-34,80.0,48.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,595000,5.75,745000.0,65-74,206.0,40.0,2,2,2,10
Hispanic or Latino,Asian,Female,1,195000,6.25,205000.0,25-34,63.0,35.0,1,1,1,10
Hispanic or Latino,White,Female,1,405000,6.375,505000.0,45-54,105.0,38.0,2,2,2,10
Hispanic or Latino,White,Male,1,335000,7.0,445000.0,35-44,270.0,36.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,665000,5.375,825000.0,25-34,179.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,755000,5.875,995000.0,55-64,367.0,37.0,2,2,2,10
Hispanic or Latino,White,Male,1,495000,5.75,555000.0,25-34,115.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,495000,5.75,715000.0,35-44,262.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,665000,5.25,835000.0,25-34,175.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,425000,6.375,465000.0,25-34,105.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,565000,6.5,585000.0,45-54,134.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,545000,5.25,745000.0,55-64,218.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,875000,5.375,1095000.0,45-54,236.0,37.0,2,2,2,10
Hispanic or Latino,White,Male,1,275000,5.625,305000.0,25-34,77.0,38.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,655000,5.5,695000.0,25-34,168.0,42.0,2,2,2,10
Hispanic or Latino,White,Male,1,405000,4.75,1325000.0,25-34,92.0,55.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,255000,4.75,585000.0,>74,137.0,20.0,2,2,2,10
Hispanic or Latino,White,Female,1,505000,6.25,535000.0,25-34,103.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,275000,4.75,585000.0,65-74,60.0,56.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,505000,5.0,625000.0,25-34,107.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,305000,6.0,885000.0,35-44,121.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,795000,6.125,845000.0,35-44,167.0,47.0,2,2,2,10
Hispanic or Latino,White,Male,1,535000,6.25,595000.0,45-54,126.0,50.0,1,1,1,10
Hispanic or Latino,White,Male,1,625000,5.875,645000.0,45-54,149.0,42.0,2,2,2,10
Hispanic or Latino,White,Male,1,495000,6.375,515000.0,35-44,112.0,48.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,255000,6.625,285000.0,45-54,74.0,39.0,1,1,1,10
Not Hispanic or Latino,White,Female,1,295000,5.875,365000.0,55-64,100.0,27.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,375000,5.0,485000.0,45-54,78.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,275000,6.375,315000.0,55-64,155.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,805000,5.125,905000.0,25-34,169.0,58.0,2,2,2,10
Hispanic or Latino,White,Female,1,535000,5.125,565000.0,35-44,133.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,575000,5.5,725000.0,35-44,137.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,475000,5.0,625000.0,25-34,104.0,58.0,2,2,2,10
Hispanic or Latino,White,Female,1,315000,6.0,355000.0,35-44,68.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,475000,6.125,605000.0,35-44,90.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,65000,6.125,215000.0,65-74,15.0,59.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,425000,6.5,535000.0,45-54,119.0,49.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,6.125,275000.0,55-64,47.0,44.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,605000,6.25,665000.0,35-44,144.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,775000,5.0,825000.0,25-34,195.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,245000,6.0,495000.0,45-54,165.0,20.0,2,2,2,10
Hispanic or Latino,White,Male,1,595000,6.25,615000.0,45-54,153.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,265000,5.875,275000.0,35-44,73.0,38.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,445000,6.125,775000.0,45-54,130.0,36.0,2,2,2,10
Hispanic or Latino,White,Female,1,415000,6.125,445000.0,45-54,113.0,47.0,2,2,2,10
Hispanic or Latino,White,Male,1,545000,5.0,685000.0,35-44,199.0,30.0,2,2,2,10
Hispanic or Latino,White,Female,1,505000,5.0,565000.0,45-54,131.0,42.0,2,2,2,10
Hispanic or Latino,White,Female,1,645000,6.375,665000.0,25-34,215.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,455000,6.375,565000.0,25-34,97.0,49.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,715000,5.25,895000.0,45-54,181.0,49.0,2,2,2,10
Hispanic or Latino,White,Male,1,615000,5.0,715000.0,25-34,147.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,365000,5.5,425000.0,25-34,87.0,48.0,2,2,2,10
Hispanic or Latino,White,Female,1,585000,5.0,655000.0,35-44,100.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,545000,5.25,615000.0,35-44,141.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,425000,5.125,445000.0,25-34,115.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,435000,5.125,595000.0,35-44,110.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,435000,5.0,865000.0,35-44,96.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,365000,5.25,865000.0,25-34,89.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,5.0,335000.0,25-34,114.0,28.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,675000,5.0,845000.0,35-44,155.0,52.0,2,2,2,10
Hispanic or Latino,White,Female,1,405000,6.625,425000.0,25-34,112.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,805000,5.25,915000.0,25-34,135.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,305000,6.125,385000.0,35-44,69.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,205000,6.25,955000.0,65-74,56.0,50.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,1285000,4.625,1675000.0,35-44,290.0,52.0,2,2,2,10
Hispanic or Latino,White,Female,1,235000,4.75,355000.0,55-64,107.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,545000,6.375,685000.0,45-54,119.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,135000,5.875,435000.0,>74,45.0,42.0,2,2,2,10
Hispanic or Latino,White,Male,1,525000,5.0,655000.0,25-34,105.0,44.0,2,2,2,10
Hispanic or Latino,White,Female,1,325000,6.25,345000.0,25-34,76.0,46.0,2,2,2,10
Hispanic or Latino,White,Male,1,285000,6.0,385000.0,25-34,105.0,39.0,2,2,2,10
Hispanic or Latino,White,Female,1,475000,5.625,495000.0,55-64,94.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,455000,5.5,505000.0,35-44,128.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,915000,5.25,1145000.0,45-54,232.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,285000,6.125,365000.0,25-34,75.0,46.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,755000,5.375,835000.0,35-44,305.0,37.0,2,2,2,10
Hispanic or Latino,White,Female,1,385000,5.625,405000.0,25-34,74.0,47.0,2,2,2,10
Hispanic or Latino,White,Male,1,605000,5.625,635000.0,25-34,192.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,465000,6.0,785000.0,35-44,130.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,315000,5.0,585000.0,35-44,74.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,725000,5.25,915000.0,45-54,156.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,385000,5.875,405000.0,45-54,123.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,185000,5.0,685000.0,35-44,83.0,36.0,2,2,2,10
Hispanic or Latino,White,Female,1,765000,6.0,805000.0,25-34,162.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,765000,5.25,855000.0,25-34,158.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,175000,5.125,475000.0,35-44,60.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,435000,6.125,465000.0,35-44,129.0,40.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,955000,6.25,1055000.0,35-44,274.0,57.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,205000,6.5,255000.0,35-44,57.0,40.0,2,2,2,10
Hispanic or Latino,White,Female,1,245000,6.25,625000.0,25-34,97.0,31.0,2,2,2,10
Hispanic or Latino,White,Female,1,335000,6.25,485000.0,25-34,67.0,59.0,2,2,2,10
Hispanic or Latino,White,Female,1,365000,6.75,385000.0,25-34,91.0,44.0,2,2,2,10
Hispanic or Latino,White,Male,1,365000,6.0,375000.0,45-54,109.0,46.0,2,2,2,10
Hispanic or Latino,White,Male,1,445000,6.375,455000.0,25-34,115.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,485000,7.0,545000.0,<25,120.0,46.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,925000,6.125,1155000.0,45-54,167.0,49.0,2,2,2,10
Hispanic or Latino,White,Male,1,295000,7.375,365000.0,45-54,114.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,295000,5.5,995000.0,55-64,96.0,43.0,2,2,2,10
Hispanic or Latino,White,Female,1,335000,6.75,425000.0,45-54,149.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,425000,5.625,575000.0,25-34,162.0,47.0,2,2,2,10
Hispanic or Latino,White,Female,1,445000,6.625,475000.0,35-44,138.0,45.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,265000,6.125,525000.0,55-64,84.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,255000,6.0,765000.0,35-44,98.0,34.0,2,2,2,10
Hispanic or Latino,White,Female,1,495000,5.75,895000.0,35-44,148.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,255000,6.125,825000.0,35-44,108.0,48.0,2,2,2,10
Hispanic or Latino,White,Male,1,525000,5.625,755000.0,35-44,182.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,885000,5.875,1135000.0,25-34,180.0,44.0,2,2,2,10
Hispanic or Latino,White,Male,1,775000,6.25,865000.0,25-34,217.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,525000,6.75,655000.0,35-44,117.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1005000,6.375,1255000.0,35-44,296.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,365000,6.625,385000.0,25-34,127.0,44.0,2,2,2,10
Hispanic or Latino,White,Female,1,355000,6.375,505000.0,25-34,88.0,43.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,525000,6.75,705000.0,25-34,133.0,41.0,2,2,2,10
Hispanic or Latino,White,Female,1,525000,6.375,725000.0,45-54,92.0,60.0,2,2,2,10
